GeneName,sampleA,sampleB,sampleC,sampleD,sampleE,sampleF,sampleG,sampleH
Mmadhc,11.3312089189,11.3364968899,11.6752124345,11.2089792381,11.5682892145,11.865939994,11.3224769308,10.8900252434
Gm30873,6.154368951,6.0703980309,6.0050185073,5.9362952902,6.0334118011,6.1464337985,6.0622919855,5.9225306043
Armc2,6.1887873679,6.1595417557,6.2121636119,6.1620574876,6.3783858098,6.2027297951,6.2415025047,6.153660206
Obp1b,6.0891967386,6.0448528183,6.0467674224,6.0262396621,6.1656048322,5.9943920124,7.1630712965,6.1191341745
Zic4,6.2325168689,6.2855920447,6.2413510825,6.8073447058,6.5382902306,6.2825844913,6.2458654912,6.2285226295
Fam189b,11.6477078432,11.6747941442,11.626804418,11.3416244855,10.8819300395,11.2721362302,11.5007723872,13.0365907545
Akr1a1,15.8747613111,15.6421731403,15.6081597441,15.7959997507,15.8050347771,15.830502186,15.8956923743,15.8839926814
chr12:117623500-117643575_F,6.2584657226,6.1744314647,6.2935903165,6.3082984913,6.2736276674,6.2936271316,6.3229954166,6.4103358895
D130020L05Rik,6.9085155467,7.381695538,6.8632079419,7.8543580207,7.5677954278,6.9654987961,7.0285651021,7.130844149
Hip1,6.1589959366,6.2529428358,6.0645356646,6.1841094025,6.1770285548,6.2329970037,6.300588392,6.5420383273
chr17:7025616-7033491_R,6.3140468038,6.2896960058,6.243058511,6.0893387189,6.1888964563,6.1585872186,6.2641030741,6.3746582148
LOC102640586,7.8206418654,7.5900773913,7.4293744276,7.8600071818,7.4068455875,7.4951350038,7.4469793858,7.2435145784
chr15:61870759-61938796_F,7.6484834608,7.6272110487,7.7359924882,8.2571056983,8.0417944644,7.5898451816,7.5474635145,7.588638153
Pik3r6,11.6438466091,10.2457717218,10.7871476365,11.5852904903,11.5420088802,11.9267611515,12.5633623507,9.8929560597
AK140265,17.9798037161,18.0048693691,18.2437117494,18.1482317318,18.149639988,18.1771761378,18.1832892928,18.2976363422
Sdf4,16.0751040174,16.1159004446,15.0252785241,16.0801569322,15.8257534247,15.0868434756,15.2785935624,15.0739262192
Tgm4,6.1368472245,6.21572578,6.1838875145,6.3348201935,6.3600876374,6.2891691766,6.1617645482,6.2330583965
Ypel5,9.3090953294,9.6569304229,8.055840662,9.3454245167,9.6135039934,8.375640872,8.7383423594,9.9139097482
AK045816,8.341728481,8.9470565022,8.7644738859,8.3030812656,8.2424060575,8.2554797297,8.3514876547,8.2519145191
1700015F17Rik,5.9908067463,6.1226882647,6.127741963,6.2091946334,6.1148760833,6.1746621505,6.0642853898,6.0656602208
Grn,9.6480328114,9.568963124,9.7215492206,10.1877718626,11.2834683164,9.7289445188,9.5173937905,10.2942584693
Krtap9-5,7.0179045086,7.1509042401,6.9684287748,7.0031672165,6.8000467321,6.8056464427,6.864595349,7.0667788871
Eci2,11.9377507187,12.0048460519,11.4074150523,11.3507505443,11.0143956153,11.3594146291,11.4948826162,11.1839955414
Ddr2,6.0847210943,6.2828444601,6.1078758033,6.2725025969,6.2358654106,6.2166905054,6.1849716327,6.3773613601
4632415L05Rik,10.4058302894,10.4487325548,10.6734577088,10.1374722054,10.4842418592,10.5200942575,10.1742070697,10.3548767286
1700003I22Rik,6.131395128,6.0959320637,5.9952348609,6.0941411643,6.100022389,5.914075111,6.0398610495,6.0816554821
Olfr1062,6.3821017288,6.2917568315,6.2417784812,6.2431585884,6.2390292642,6.2535556652,6.2260055989,6.4645987267
Gm8702,6.134161507,6.0727078219,6.0330559286,6.0422648557,6.0649364986,6.1351189667,6.1060180011,6.1507969684
Rsrc1,8.9563389998,8.5387454689,8.8628704233,8.61849403,8.9739506184,8.8224833806,8.8269975675,8.7826765226
Kis2,6.3237031462,6.4128860228,6.3363910725,6.1684919882,6.4085035573,6.2067189988,6.2381487338,6.5543922999
Scamp1,10.2561248019,10.0370782724,9.7070398323,10.1227162408,10.4879377416,9.8116274747,10.4174649906,9.6170269306
4930520P13Rik,7.214174339,6.863551326,6.9523224673,7.0003228931,6.8284406643,6.9600296586,6.8202178884,7.0049091695
Mfn2,9.5076883467,9.3361929801,9.8201056791,9.5726739764,9.5496276339,9.7144652179,9.4014873002,9.6858143834
chr1:163508244-163586072_R,6.7398051907,7.3321983291,6.9376525469,6.9544455854,7.0533176245,7.1638984767,6.6222481822,6.8390417727
Hacd2,11.9257364338,11.6564292192,11.747757485,11.9128663257,11.7588250436,11.6553324797,11.7191306151,10.9663103297
Gimap9,13.4560666108,14.0686563767,13.4014062749,12.8511700333,13.0416770949,13.3917376071,13.081619577,13.638331372
Gng5,15.6065543026,15.6355550955,15.4743947472,15.6794539329,15.7442197385,15.4803532055,15.5867131997,15.4967486946
Gm31711,6.3977713531,6.4264260723,6.2449418368,6.3405577461,6.1235516331,6.3273080966,6.3558147687,6.1844558778
Car14,6.1874404997,6.2341804283,6.4787694811,6.6614876142,6.224500004,6.4247839828,6.3476608904,6.0274154867
Tmem234,9.5838147876,9.512265346,9.1857204486,10.1679595131,9.8237492002,9.4179597355,9.3338132598,9.4518236161
Spag11a,6.4420872378,6.5729149053,6.359419211,6.3535485446,6.3236277454,6.3821450378,6.3599901113,6.4689143302
1700034J04Rik,6.1268253663,5.988017485,5.972976473,6.1721687915,6.22848806,6.1411591855,6.2673507778,6.1851905273
Rpl6,17.4492191806,17.358953461,17.4862066781,17.5018313961,17.4099111594,17.5123956433,17.487948369,17.4236201798
Zic2,6.408239106,6.2473199947,6.2440417229,6.3128196778,6.2678746274,6.3245027252,6.3724711188,6.2590057205
Gtse1,10.0638872934,10.0826979183,11.4704915501,11.2518236739,10.8430528913,11.3716779693,11.1176561416,11.6519981253
Gm11517,16.7743594203,16.8738092755,16.8109070065,16.7088316156,16.7660644435,16.6854011041,16.6396584689,16.9780574073
Slc25a4,14.8672529006,14.476854226,14.8382292098,14.3282008295,14.4914200494,14.7635407119,14.7665232211,14.7188834219
Gimap8,8.7125509706,8.8591319813,8.7568366069,9.1689459221,9.1391802216,9.0833579552,8.9164439888,8.9463427582
Pdia4,10.1041075576,9.7900170593,10.8507825452,11.7622346481,11.3890901822,10.6581145904,10.5329138239,10.8452285957
C5ar2,8.4271445684,8.8895055615,7.7995631227,7.3292079438,7.7689383491,7.5034085935,7.0964467028,9.3277152032
Tpo,6.0675213473,6.0981072142,6.1267091432,5.976302837,6.1203992219,6.2723345048,6.126782683,6.1356930328
Ankrd33b,7.392057339,6.8583225717,7.5278849021,7.226911994,9.25899255,9.0345400822,8.1841948222,6.7049644844
Stk26,10.5149981059,10.8039919494,10.5384040007,11.2156553285,10.9380909025,10.7504877009,9.9351091258,10.6202916417
Olfr1299,6.0992670811,6.1459056215,6.0944970279,5.9908300152,6.214522371,6.0253083742,6.0623533488,6.0652036768
Dsg1a,5.985355946,6.0204366756,6.0621331851,6.0338157063,6.0494311496,5.957794159,6.0862051328,6.0209942095
Fbxw5,12.4251214122,12.6349431813,12.6692541488,12.8326788913,12.9312581702,12.6505869954,12.4910847676,12.6761731163
Dap,11.2569239934,11.5539927938,10.9059587549,11.4441988831,11.4851769975,10.9600072364,10.9271470097,11.3828119569
Gcat,12.9733350264,12.1057165955,13.2767487969,11.5504570022,12.775051021,13.0291484419,13.2586557684,12.9931194671
Olfr52,6.3900575751,6.3401766067,6.3256822535,6.2168274501,6.2710352072,6.3018261684,6.3094744906,6.3897069261
Pcdh1,6.6349138664,6.2644431881,6.3368551238,6.2432343844,6.3094744906,6.246225011,6.3238356117,6.2040614395
Susd4,6.6702379818,6.6110519685,6.2956676749,6.6473509835,6.3746227087,6.4074829439,6.5716120023,6.4539218206
Hcn3,6.5406273101,6.6236228562,6.4225689304,6.6011476966,6.5074611664,6.5208586387,6.6863413095,6.4643304012
Snapc3,8.5657006476,8.9362157233,8.7123158035,8.86715635,8.8211620229,8.4826928936,8.6230970388,8.7145625518
Lias,11.7942666736,11.9165859338,12.1832019498,11.7256984712,11.591896867,12.0807618277,12.0523964964,11.7516815869
Serpina5,6.1280607486,6.0243248913,6.1240032418,6.1088707698,6.0733106262,6.2863499756,6.1433375003,6.0398054291
Rpl8,17.778949821,17.7499234126,17.8338670759,17.6914864201,17.6571756636,17.8540422455,17.7492699446,17.6630474908
Trip12,9.3741767728,8.9642723033,9.2372293246,8.9826859452,9.1836607398,9.3257705985,9.269423533,9.2583237307
Rpl17-ps8,15.8636958448,15.8603950795,15.7528030052,15.5653304345,15.3617013313,14.8084851318,15.7099789075,15.9631833147
Gm15628,6.1353516439,6.1225845308,6.2221458043,6.04497814,6.2065360092,6.1643851304,6.0755882291,6.2551412158
Pkp2,7.7996967747,7.004652007,6.8502897913,6.4215663981,6.1920011212,6.1402494122,7.1075643528,6.6521110977
Cdc42se2,11.5048610064,11.5580657172,11.3140094317,11.8814638802,11.8434956734,11.5430259842,11.3150963901,12.0551257344
Gm12359,7.0674320037,7.0436949193,6.8840234153,7.2422601088,6.8276408677,6.9208902607,6.8732000387,7.0717223397
A830073O21Rik,14.7763150149,15.2275853201,14.705493322,14.6974624173,14.6030465176,14.5663934302,14.9363344447,15.0157449845
Cyp2j11,6.5728709329,6.4171675636,6.7660832158,6.2179702409,6.3769743334,6.2517666198,6.3287881152,6.4877838597
Gm31863,6.1197802662,6.3734549576,6.4634719743,6.3384594037,6.8162535874,6.500523596,6.136267112,6.3833683155
Spag1,6.3452699293,6.4704038614,6.6760532343,6.4647624161,6.5268922595,6.7134246412,6.4767727734,6.5568266393
Gm6637,11.9776941018,12.0516945432,13.0915821628,12.1001103844,12.2029241877,13.0767621131,12.5137924729,12.037927187
Gm36360,7.209544957,7.0326207129,7.2763169894,7.5162788885,7.2458738122,7.2644679636,7.2787657661,7.4191058239
Sox5it,6.3488924567,6.2852648332,6.4296508932,6.2435847612,6.3495289302,6.3965849862,6.1681281095,6.2160945244
Gm29959,6.1037595147,6.1586447678,6.1811756514,6.192201467,6.1265874493,6.1492129575,6.2259438638,6.0875542215
Napg,8.2878606252,8.244642017,7.5324209645,7.426901363,7.5178056042,7.5430118576,7.7271227065,7.5081849301
Cdkn2aipnl,11.3187577519,11.0355905401,12.0310065963,11.4397594321,11.6136753527,12.1663464033,11.8430131329,11.9468527469
Olfr558,6.0479742384,6.0253615041,5.9044672751,6.1066142304,5.9286978927,6.0014917333,5.9956641521,6.0761443688
5930403N24Rik,6.2120949148,6.3340000604,6.1731222156,6.0083498484,6.0117087343,6.0358217036,6.0906746564,6.3092673267
Slc25a22,9.7640849911,10.0070549194,10.2107589098,9.5888935886,9.5063897418,10.2931779012,9.8232109815,9.937759021
Fam196a,6.3030081977,6.1839032278,6.2360826605,6.297765984,6.3561348312,6.5047262012,6.3578543321,6.1017009608
3830408C21Rik,6.5008870212,6.8659859477,6.5371164728,7.2815341023,6.943272984,6.5704074486,6.7422881786,6.8028375479
Son,13.3849575746,13.4871577088,13.2239548142,13.7095351779,13.4988198863,13.4251099501,13.3740584964,13.3629551009
Sltm,13.4993885864,13.1966164501,13.3027277019,13.5728219397,13.3393962553,13.3125001732,13.4865193032,13.4251099501
Pvalb,7.6803009982,7.4833759652,7.6608473499,7.4275551941,7.3688497704,7.5779095942,7.4276742333,7.4525741329
Sun1,7.2177423528,6.9410171214,7.268892825,6.6311113295,6.8880770091,6.7263351992,7.1030580386,6.7783366239
BC049715,6.4730477076,6.8211529555,6.8311464586,7.0772435024,7.1866882087,6.8410719422,6.710398409,6.9333816476
Snrpg,15.7497646515,15.7716653387,16.1111216333,15.6664106202,15.4168359844,16.1650856356,15.7819857978,15.8484318013
9230114K14Rik,6.7943718552,7.1198344066,8.3899449311,8.840400102,8.2568882568,8.1037163246,8.1111519148,8.577755357
Itpkb,8.4127573758,8.3044046498,8.0346796207,8.0904107007,8.0102086848,8.0799089458,8.2852425987,7.9931670802
Exosc4,11.7277973284,11.9093601755,12.3456551906,11.7450909306,11.6739084767,12.1670606046,11.8363230258,11.7615367921
Arsi,6.0191019229,6.1334644933,6.1495366562,6.1263441934,6.103568137,6.2865682789,6.1331582133,6.0616029343
5330439A09Rik,6.3382853006,6.2746350314,6.3075201849,6.2733856677,6.1769854903,6.0454947156,6.380066972,6.3063335381
LOC102632821,6.3791849117,6.6937170061,6.4989712101,6.7695724075,6.6417270364,6.4582145249,6.3753356627,6.5297792429
Rps7,16.4401988463,16.6483716454,16.3167654988,16.6102894504,16.6533306306,16.2223214707,16.2894368667,16.4919774782
Npr2,5.9443016719,6.0589906569,6.0175963114,6.098627309,6.0872087998,6.1685944283,6.1136329563,6.029579141
AF366264,9.1025954311,8.8996077857,9.1197057029,8.9548104868,8.912595164,8.7811873598,9.4318756605,9.1471572251
Nedd1,11.0628284507,11.4562156196,11.1962850922,11.0744363541,11.0610025084,10.9370153594,10.8832963647,11.9532528297
Golim4,9.7853041821,9.8897851666,9.7594324356,10.6066157779,9.9950514058,9.8671933104,10.6510857145,10.2858824394
Gm12887,6.404894537,6.045591981,6.2337232972,6.1442727195,6.0446569388,6.1942509072,6.2129343069,6.1238841116
Eif3h,16.9541967743,16.8960139292,16.7491726679,16.8703026138,16.872788312,16.8494706275,16.7699992718,16.8411837083
Gm9789,7.5288196186,7.4069242032,7.2022822908,7.2179203086,7.1595317012,7.195543307,7.1197401957,7.2101718784
Golm1,11.2282647184,10.5211306384,11.6694751109,11.3770296127,11.4802325073,11.9053742455,11.9122180225,11.6617081415
A930041C12Rik,6.2870455323,6.6071888853,6.3826617867,6.3100612413,6.5006065267,6.2647668774,6.4643304012,6.3413709447
4933439C10Rik,6.6907198565,6.6926353123,6.7092405793,6.5124743083,6.9811576764,6.6614166446,6.7808936334,6.5693112978
Rpl36,16.8333294752,16.8776007265,16.5978877119,16.825128735,16.6209077345,16.499726818,16.5458789409,16.5312221139
Hhipl2,6.5145773147,6.4534252694,6.4176219712,6.383174512,6.4068346422,6.3900159926,6.3027928278,6.2711163542
chr14:26077008-26277280_R,6.5940336476,6.324761905,6.0531929745,6.0594670034,6.2758463514,6.2510717622,6.2546229757,6.4727314138
Ccnf,7.659507382,7.6617912507,8.4193620041,7.9643885856,8.366445473,8.1392397499,8.1694781717,8.7473669292
Zfp788,7.5427460955,7.1643706645,7.118193019,7.2924511549,6.9793072927,7.1771665528,7.2777699397,6.9447889987
LOC102637542,6.1669659981,6.1611749186,6.101167525,6.5235958649,6.38247942,6.0933089116,6.1636448801,6.3085875182
Tac1,6.11188941,6.213691821,6.1438343919,6.2146884221,6.3176344366,6.2295417926,6.3778913222,6.1665410174
chr12:45418006-45418737_F,7.3844727167,7.9503901316,7.3836277943,7.7869146136,7.6078176368,7.2881204404,7.316490814,7.2814485625
Zc3h11a,11.0968132061,10.898686245,10.7594836001,10.8197224768,10.4998994297,10.6952171287,10.8872111162,10.3731555718
Inpp4a,10.6221123278,11.0244879142,10.4264080083,11.2054681317,11.8844052957,10.6699832429,10.1241650737,10.3394916085
Elk1,6.2098387626,6.2806643453,6.2094177145,6.3284469336,6.2112526659,6.2486902343,6.3354680928,6.2421482204
chr10:96096995-96097589_F,6.657178744,6.8971199156,6.7257381844,6.8869938651,6.9036061117,6.5592156076,6.664406775,6.7117813227
Rps6kc1,10.2729215975,10.4546108674,11.0207720598,10.3858839952,10.7110062976,11.1748053612,10.6184673312,10.1824681902
A630076J17Rik,6.2184196568,6.0293320129,6.1307108237,5.9948088895,6.0771018734,6.0496023519,6.1808241414,6.1003221861
Itfg3,12.1119575987,12.2753930297,12.4217319783,12.0947473241,12.7173430226,12.457967622,11.6823454559,11.2856725216
Enah,6.4610535169,6.3786647354,6.5964990594,6.3078432612,6.2952829688,6.4610899471,6.8395899845,8.5705241477
Otud7b,8.243008208,8.221442347,8.5793525456,8.2380404234,8.4987864213,8.4123217412,8.0776676678,7.9967051835
Homer1,8.2069095295,7.9473094352,7.8513381474,8.3344432948,8.4012811362,8.0929651069,8.6043809048,7.8362216494
Cstf3,11.5672123942,11.6690884038,11.864970299,11.8629123851,11.7679953039,11.7963860141,11.6376874173,11.4650386073
Agxt2,6.8575796121,6.4731885752,6.7495424051,6.7912338879,6.7789668585,6.663434998,6.8553422497,7.053749672
AB041806,6.3225179637,6.2680566446,6.1556167033,6.2978083202,6.1166333766,6.2062683609,6.2354686269,6.2702299096
Hhat,6.2980695229,6.1707029856,6.2759349482,6.2546700063,6.1640163664,6.2150781612,6.4003576842,6.2306010743
Lacc1,6.8364718444,6.9789466407,6.9752066487,6.775813159,6.8808153516,6.7418520093,6.9596402153,6.7785130755
Adgrv1,5.8856460358,6.0792368947,6.0329353353,6.0829434115,5.9323143933,6.0963417523,6.0858120494,6.1460377502
Cntd1,6.2563234482,6.4113736543,6.2414520819,6.2907610062,6.2000857361,6.3883044962,6.1823953985,6.2136122927
Gdap5,5.9952348609,6.0335055891,6.0449248103,6.1559055048,6.1731222156,6.3141293362,6.0316540325,6.0288767371
Olfr151,5.9601321111,6.1724237846,6.009556773,6.0091047412,6.0355525076,6.0137899786,6.144866187,6.1510078686
Fuca2,8.3310285939,8.9256228664,8.8211620229,9.0779880903,9.7286955091,8.990024367,8.5836800451,8.6602641699
Zc3h12d,12.1999173432,13.7006783193,12.655195836,13.1417812865,12.5880105531,12.5756840694,12.7101660009,12.433533619
C730027H18Rik,6.1573680254,6.2507046542,6.0725488142,6.2189741398,6.2101305833,5.956165677,6.1352050239,6.0442608324
Vmn2r96,6.3209959464,6.4961732006,6.4503182468,7.0489157198,6.8462061155,6.5420214049,6.3939248639,6.3790577789
Zfp286it,6.104655157,6.0407174677,6.0541873696,6.1812095137,6.0677575879,5.9737860173,6.0245739424,7.586135132
AK048969,6.163946435,6.3271257573,6.3019390478,6.2603175455,6.2844472123,6.3091840614,6.4285680403,6.4630785124
9330175M20Rik,10.0052215123,9.7001954153,9.7490502165,9.8004313539,9.6371094578,9.5304156164,9.8838408217,10.0891969871
Ran,16.8871179841,16.6683892331,17.4996837009,16.554721005,16.8808088362,17.5366087879,17.3563330954,17.3948376081
Xkrx,6.1413602086,6.3236699318,6.2533292049,6.8707490949,6.2560253899,6.4540269135,6.0683885694,6.04403574
Nos1ap,6.3176738596,6.2570193414,6.119618126,6.2931347315,6.228358601,6.2579297402,6.3916612512,6.2108399119
Smim14,11.2663165554,11.1512645028,10.5719318983,12.3368189293,12.1902156312,10.6109976234,11.1132830855,11.2060690051
Nt5dc3,10.9943323206,11.0270188701,11.2739738884,11.7647177241,11.5331558101,11.361297902,11.6643023887,11.0988802155
Hmg20a,10.7473509254,11.08759624,10.3472201805,10.8020370551,10.6807931162,10.1821735464,10.4735387419,10.8748629116
Chd3,14.6285125249,13.6570704833,14.0996505445,14.8237528302,14.1363780227,13.8119641692,14.9425872863,15.9818658117
chr5:23195569-23218551_R,8.1495380033,9.4107631009,9.8139416722,8.8607599932,9.0296612921,9.6040143655,8.8096350884,8.628794557
Olfr351,6.1791830891,6.3725989267,6.2327574671,6.309099621,6.1419637725,6.1572212583,6.3807277287,6.250965197
Gja3,6.4857898206,6.2532350777,6.5584343097,6.4284180131,7.0225161283,6.6430867347,6.5257628051,6.6438001279
Mbd2,13.5038270619,13.4593675854,13.3404433737,13.6830648606,13.2114308705,13.4760541726,13.4306465511,13.9771527375
Magea10,6.3515986663,6.2927918561,6.211261279,6.2780348384,6.2617722509,6.4340529801,6.2887586441,6.3811982739
Slc7a11,6.1325836344,6.1398802828,6.0925965117,6.3605857879,6.2488660951,6.012039714,6.3343076036,6.0810626406
Gm31938,6.1410249275,6.1473306099,6.058290651,6.0780129835,5.9821579514,6.0819064464,6.1023346134,6.2106663357
AI854905,6.649803549,6.5811056442,6.2546650234,6.2612680298,6.2738071968,6.3523762433,6.411711586,6.3709166772
Clnk,6.1895214311,6.2508905726,6.4196835405,6.1292875468,6.3135879981,6.231842089,6.3302757658,6.7218224793
Pmvk,13.4724398722,13.2824818183,13.9195730118,13.1076420937,13.9850333082,13.5392034515,14.1208174645,13.5581087127
Suv39h1,13.0037688555,12.6071352487,13.3806113467,12.8906596461,12.8225066573,13.2812490414,13.1761565458,13.547973513
Nup133,8.8340657906,9.1665627603,8.9418916571,8.2885807305,8.9548104868,8.7321351427,8.5230006151,9.1062250775
Smap2,11.7713690651,11.4988111502,10.919845206,10.8928703856,10.7835263751,10.8633022435,11.1632295373,11.8392332222
Ccdc101,8.8100990563,8.8100990563,9.2838246366,9.026739701,8.9602782195,9.2141530479,8.8616950354,8.9861702791
Wiz,11.9119407114,12.1280324861,12.2453301175,11.988515886,12.044473229,12.2112297338,11.9374123537,12.2955818254
Cars,11.373952124,10.8691289938,10.2375398096,11.2986078025,11.1641534171,9.9970378747,10.9817877811,10.1406488943
Flot2,13.0612276597,13.0600555027,12.8025374092,13.3933303964,13.0499094605,12.9891367534,12.9962441082,13.6930236747
Sec24b,9.7387267768,9.1028677895,9.6040143655,9.412289788,9.3811951856,9.58564201,9.7224537503,9.6423681356
AK015669,6.6098359447,6.5097367456,6.3674912092,6.534813609,6.4406458225,6.339173788,6.4606040391,6.4261692979
chr14:70483555-70484159_F,6.3222251041,6.2783235491,6.6225883908,7.0084558641,6.5702502032,6.5993576585,6.2668685973,6.2806704923
Gm12185,6.46214649,6.7112750661,6.3976479688,6.2982534182,6.5331018808,6.5281097089,6.4202951918,6.4531941414
chr6:116123643-116124550_F,15.3694568277,14.9817189406,16.3194925641,15.7749216062,16.0250047348,16.7660644435,16.3554763928,16.4945330842
Tnfaip1,7.1447165585,7.212122049,7.7717344,7.0762947617,7.0837816934,7.6684995871,7.3306379314,7.3002839537
Calr3,6.1493956405,6.388017397,6.2646182202,6.1480028396,6.2393038427,6.5375716806,6.4839137411,6.0940077477
Tas2r115,5.8797087639,5.8422096385,6.0599029595,5.9303845711,6.0586467695,6.183153031,5.9369728477,5.9506181483
Hmgcs2,6.0994227851,6.1553083112,6.1150246572,6.1296444507,6.0869635792,6.3460506929,5.9992075854,6.1066142304
Vmn2r29,6.2472518403,6.2899471975,6.5107861636,6.1203054059,6.0305151921,6.0244162773,6.6305812064,6.2833366802
Prr14l,10.8630793578,11.2038274112,10.4911370794,10.8706063852,10.8591407934,10.3483744923,10.7514903754,10.8591407934
D630029K05Rik,6.1368472245,6.1710697256,6.2044024008,6.3118435955,6.3762510782,6.3047180253,6.1910189756,6.3192248754
Ranbp9,12.6514730933,13.0406874135,12.3324551043,12.138956953,12.3650024943,12.19698642,12.1098453661,12.548729059
Gm21464,6.4467717581,6.2108660154,6.4504236225,6.3287654328,6.2033089348,6.2383967713,6.4655339761,6.4752244102
Tusc1,9.1983888265,10.5684477327,10.7193936972,9.7755162367,10.4112819767,10.4601538832,8.9578910119,9.7045284078
Prelp,6.2300708015,6.3168567096,6.3069105407,6.2451318517,6.3277537944,6.3572183812,6.1808241414,6.2529849075
Olfr1362,6.4113351218,6.4986812537,6.2764073979,6.4982200016,6.4560584499,6.2855338451,6.3926804007,6.3173301283
AK085402,6.441446791,6.3461795474,6.4030252999,6.4412521155,6.3238279129,6.1706098424,6.5208350056,6.4968691511
Unc13d,10.9413153735,10.7604350954,10.5836697036,10.5707122981,10.1211345256,10.6749617665,10.6975659652,10.8052419464
Gm20554,5.9570087871,6.0853248931,6.0387863396,6.0320951959,6.0822948758,5.9694827399,6.1822182669,6.3136012015
Slc25a4,16.2392908615,15.9136212943,16.4180061114,15.8494742816,15.9519473127,16.3421946231,16.48670044,16.0300214956
9130008F23Rik,6.5793002961,6.8032227441,6.9310301732,6.4393516052,6.5897172322,6.7522329691,6.5588197619,7.8944023319
Klc4,10.7303418695,10.7284415336,9.5818726048,10.3888302193,10.3861156731,9.3324753731,9.7697693458,9.6090472521
Slc30a5,10.7631971441,11.0363333725,11.1447222239,11.2454225737,11.0211644179,11.0189519579,10.960637056,11.0236755583
Myo7b,6.3275134654,6.2508214522,6.2689072828,6.282218129,6.2153152438,6.3851514839,6.1895531422,6.0950729828
Prss51,6.5588197619,6.4948608266,6.7365794343,6.6854763039,6.5179039351,6.6039314255,6.657601391,6.4198021656
Gm27162,6.5449242144,6.3690365508,6.2081311742,6.3686544306,6.2155308167,6.2258732226,6.3001161518,6.6672571682
Olfr362,6.9161103355,6.9919313137,6.9191343741,6.8205993244,6.8965536301,6.9344728293,6.8231897281,6.9246565278
AU016102,6.1387767205,6.1439838301,6.0260162551,6.088371935,6.3015231487,6.1590921859,6.0186202243,6.0569014076
Nacc2,6.4039608384,6.4897848587,6.2867750363,6.3964240932,6.3063934059,6.2852380635,6.6715591573,6.4269812058
Ccar2,10.7462132481,10.4524924955,11.0094015297,10.5898425066,10.6906125175,10.7180527008,10.6859724713,11.236413335
Nrap,6.2702049896,6.2152931825,6.0953309319,6.0532626735,6.1937820342,6.0936904271,6.0650096215,6.0745321523
Ctcfl,6.3301766661,6.2298148783,6.1411811676,6.2838109285,6.3808450324,6.2947134394,6.4454459856,6.2613204645
Fhl3,8.2189153208,8.111380877,8.422756177,8.39089438,8.1248592696,8.2394187007,8.4680350676,8.09542785
Shisa6,8.528923333,9.3756088627,9.2868958633,9.4380960532,9.2326362063,9.0389175515,9.3029178048,9.4249359946
Bdkrb2,6.0933773683,6.1578896669,6.2332953093,6.2120175906,6.2185523645,6.2062294667,6.1064606358,6.0990251685
Sec31b,6.7303691551,6.7651335199,6.4831031144,6.9454616605,6.4320536077,6.5356097957,6.2653809107,6.5308995062
Gm32031,6.6109352319,6.667602542,6.7262913121,6.5944401382,6.658239408,6.7999187247,6.6909428409,6.7305920093
Fbxo41,6.6254552509,6.648449083,6.7183244489,6.7527150752,6.5474178226,6.2147060352,6.5395465693,6.3261012009
Heatr9,6.6671497083,6.387445293,6.2650190466,6.2886920575,6.389024027,6.3094222977,6.4592000368,6.4693013388
Hcst,11.0099074091,11.5262588035,11.2994606143,11.8520793195,11.6802271744,11.1945083623,10.7340872557,11.9340726332
Vmn1r181,6.1813191435,6.0856232594,6.019535042,6.1879496146,6.2503903683,6.3286485846,6.2077475288,6.142796131
Gm30378,6.0811592993,6.1500499626,6.1341108914,6.0459324363,6.1647151546,6.1400948749,5.9932915242,5.9952537935
Gm12695,6.0870375795,6.276930032,6.2374400748,6.053523198,6.0409956954,6.1521181447,6.0631499131,6.1754132185
Pinlyp,6.2409577268,6.1108054916,6.1791394506,6.2962558516,6.275399708,6.2895617177,6.1493204166,6.3018921416
Dnajb2,8.0754652612,8.2256520875,7.7863590643,7.788610222,7.8863957042,8.0099687477,8.0024852948,7.0937485691
Rhox7a,6.9907562122,7.1204881277,6.7549181743,6.9567155521,6.9323921624,6.7289732896,6.8740502567,6.9813400907
BF135696,6.3219255886,6.1770285548,6.387292673,6.2003745874,6.3038744523,6.254586906,6.432484934,6.5095090048
Pf4,10.1987476264,6.9836279101,6.8107440014,10.5245867395,9.6562929618,8.2472605918,6.0365880119,6.1241915475
AI661453,6.6175182194,6.5412320009,6.4157657839,6.8264402786,6.7315358383,6.446877548,6.5396015484,6.801234156
Trp63,6.1338682506,6.0494472208,6.1433157794,5.9471057731,6.0158346577,6.1076865602,6.1272892409,6.1791510788
chr7:50403100-50418175_F,6.4463715545,6.4136320775,6.3354791459,6.4901951438,6.5030055508,6.3088454371,6.4850061384,6.3820838766
Zmat5,9.2879724011,8.6890075003,9.3703988832,9.4518236161,9.0852466286,9.4405359936,9.4112401156,9.4241930374
Mtif2,7.5300327016,7.5216697283,7.7640813808,7.5914920794,7.4975862579,7.8522206964,7.4430309771,7.5096019686
Olfr1270,6.2173286026,6.1354891512,6.1499150407,6.2126828035,6.1716713828,6.218497224,6.1048676471,6.1271540036
4930565N06Rik,6.3734549576,6.4821928069,6.5500072331,6.7523001415,6.5609152348,6.4971978398,6.6435957415,6.5424037047
chr8:94841965-94881130_R,6.3633438455,6.4034539835,6.575143723,6.0360085816,6.721807542,6.7883458814,6.4961373932,6.5807384703
